rd_nm,addr,crsswlk_type,crsswlk_wdth,crsswlk_lngth,lon,lat
문헌공로,경기도 오산시 금암동 507,1,9.0,23.0,127.0536549,37.17586021
문헌공로,경기도 오산시 금암동 507,1,9.0,23.0,127.0536549,37.1758341
문헌공로,경기도 오산시 금암동 507,1,7.0,21.0,127.0536549,37.17586021
수청로,경기도 오산시 금암동 508,1,6.0,4.0,127.0437771,37.17916659
수청로,경기도 오산시 금암동 508,1,4.0,4.0,127.0437679,37.17916659
수청로,경기도 오산시 금암동 512-7,1,2.0,9.0,127.045268,37.1769864
수목원로,경기도 오산시 금암동 545,1,4.0,13.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,8.0,23.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,8.0,21.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,8.0,26.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,8.0,22.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,8.0,22.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,6.0,22.0,127.0498999,37.17490418
수목원로,경기도 오산시 금암동 545,1,6.0,22.0,127.0498999,37.17490418
수청로,경기도 오산시 금암동 545,1,6.0,22.0,127.0498999,37.17490418
수청로,경기도 오산시 금암동 546-1,1,6.0,14.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 546-1,1,6.0,11.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 546-1,1,6.0,12.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 546-1,1,6.0,12.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 546-1,2,4.0,22.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 546-1,2,4.0,22.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 546-1,1,6.0,17.0,127.0453288,37.1768475
수청로,경기도 오산시 금암동 504,1,3.0,17.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,16.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,16.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,9.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,3.0,11.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,11.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504-1,1,4.0,7.0,127.0512668,37.18009138
수청로,경기도 오산시 금암동 505-1,1,2.0,5.0,127.0548753,37.17705821
수청로,경기도 오산시 금암동 505-1,1,1.0,4.0,127.0548753,37.17705821
수청로,경기도 오산시 금암동 505-1,1,1.0,5.0,127.0548026,37.17705821
수청로,경기도 오산시 금암동 505-2,1,3.0,7.0,127.0536814,37.17733577
수목원로,경기도 오산시 금암동 506-1,1,4.0,7.0,127.0498465,37.17545499
수목원로,경기도 오산시 금암동 506-1,1,4.0,6.0,127.0498465,37.17545499
수목원로,경기도 오산시 금암동 506-1,1,4.0,6.0,127.0498465,37.17545499
대호로,경기도 오산시 궐동 739,1,4.0,8.0,127.053756,37.15806752
대호로,경기도 오산시 궐동 739,1,4.0,5.0,127.0537476,37.158081
대호로,경기도 오산시 궐동 739,1,4.0,7.0,127.0537636,37.15806752
궐동로,경기도 오산시 궐동 740,1,4.0,5.0,127.0546397,37.15732837
궐동로,경기도 오산시 궐동 740,1,4.0,6.0,127.0546397,37.15732837
대호로,경기도 오산시 궐동 742,1,4.0,6.0,127.0569969,37.15700185
대호로,경기도 오산시 궐동 743,1,4.0,7.0,127.053685,37.15552833
법원로,경기도 오산시 궐동 745,1,4.0,11.0,127.0551449,37.15524586
청학로,경기도 오산시 궐동 90-3,1,9.0,11.0,127.064692,37.15701715
청학로,경기도 오산시 궐동 90-3,1,6.0,17.0,127.0646251,37.15701715
청학로,경기도 오산시 궐동 90-3,1,8.0,14.0,127.064692,37.15701715
청학로,경기도 오산시 궐동 90-3,1,8.0,12.0,127.064692,37.15701715
수목원로,경기도 오산시 금암동 212-14,1,8.0,23.0,127.052423,37.16959119
오산대역로,경기도 오산시 금암동 212-5,1,8.0,27.0,127.051959,37.16962084
서부로,경기도 오산시 금암동 298,1,4.0,6.0,127.0410938,37.17087892
서부로,경기도 오산시 금암동 298,1,4.0,4.0,127.0410938,37.17087892
오산대역로,경기도 오산시 금암동 298,1,8.0,17.0,127.0410938,37.17087892
오산대역로,경기도 오산시 금암동 298,1,4.0,3.0,127.0410938,37.17087892
오산대역로,경기도 오산시 금암동 298,1,8.0,25.0,127.0410938,37.17087892
오산대역로,경기도 오산시 금암동 298,1,8.0,29.0,127.0410938,37.17087892
여계산로,경기도 오산시 금암동 298,1,6.0,18.0,127.0410938,37.17087892
오산대역로,경기도 오산시 금암동 298,1,4.0,3.0,127.0410938,37.17087892
수청로,경기도 오산시 금암동 504,1,4.0,12.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,13.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,15.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,14.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,3.0,8.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,3.0,9.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,15.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,15.0,127.0525422,37.17746817
수청로,경기도 오산시 금암동 504,1,6.0,7.0,127.0525422,37.17746817
법원로,경기도 오산시 궐동 729,1,6.0,16.0,127.0570059,37.15640982
법원로,경기도 오산시 궐동 729,1,6.0,13.0,127.0570059,37.15640982
법원로,경기도 오산시 궐동 729,1,6.0,13.0,127.0570059,37.15640982
궐리사로,경기도 오산시 궐동 729,1,6.0,12.0,127.0570059,37.15640982
궐리사로,경기도 오산시 궐동 730,1,4.0,11.0,127.0564958,37.15956853
궐리사로,경기도 오산시 궐동 730,1,4.0,5.0,127.0564958,37.15956853
궐리사로,경기도 오산시 궐동 730,1,3.0,3.0,127.0564958,37.15956853
궐리사로,경기도 오산시 궐동 732,1,4.0,5.0,127.0570003,37.1587688
궐리사로,경기도 오산시 궐동 732,1,4.0,5.0,127.0570003,37.1587124
오산로,경기도 오산시 궐동 73-2,1,4.0,6.0,127.0675671,37.15655839
궐리사로,경기도 오산시 궐동 733,1,4.0,5.0,127.0560192,37.15927866
궐리사로,경기도 오산시 궐동 733,1,4.0,5.0,127.0560192,37.15927866
궐동로,경기도 오산시 궐동 734,1,4.0,5.0,127.0550875,37.15912245
궐동로,경기도 오산시 궐동 734,1,4.0,6.0,127.0550765,37.15912245
궐동로,경기도 오산시 궐동 736,1,6.0,8.0,127.0571857,37.15792023
궐동로,경기도 오산시 궐동 736,1,6.0,8.0,127.0571857,37.15792023
궐동로,경기도 오산시 궐동 736,1,4.0,8.0,127.0571857,37.15792023
궐동로,경기도 오산시 궐동 736,1,4.0,10.0,127.0571857,37.15792023
대호로,경기도 오산시 궐동 737,1,6.0,14.0,127.0542457,37.15789127
대호로,경기도 오산시 궐동 737,1,4.0,7.0,127.0542457,37.15789127
대호로,경기도 오산시 궐동 737,1,6.0,13.0,127.0542431,37.15789127
대호로,경기도 오산시 궐동 737,1,6.0,13.0,127.054243,37.15789127
대호로,경기도 오산시 궐동 737,1,6.0,15.0,127.0542898,37.15789127
대호로,경기도 오산시 궐동 737,1,6.0,13.0,127.0542457,37.15789127
대호로,경기도 오산시 궐동 737,1,6.0,13.0,127.0542457,37.15789127
대호로,경기도 오산시 궐동 737,1,6.0,15.0,127.0542457,37.15789127
대호로,경기도 오산시 궐동 738,1,4.0,10.0,127.0533298,37.15808234
대호로,경기도 오산시 궐동 738,1,4.0,6.0,127.0533059,37.15808234
대호로,경기도 오산시 궐동 738,1,4.0,6.0,127.0533283,37.1580609
대호로,경기도 오산시 궐동 738,1,4.0,7.0,127.0533298,37.15808234
대호로,경기도 오산시 궐동 739,1,4.0,6.0,127.053756,37.15806752
대호로,경기도 오산시 궐동 739,1,4.0,7.0,127.0537393,37.15806752
매홀로,경기도 오산시 궐동 722,1,4.0,8.0,127.063883,37.15870686
매홀로,경기도 오산시 궐동 722,1,4.0,4.0,127.063883,37.1587501
매홀로,경기도 오산시 궐동 722,1,6.0,4.0,127.063883,37.15870686
궐리사로,경기도 오산시 궐동 724,1,4.0,8.0,127.0624867,37.15777026
궐리사로,경기도 오산시 궐동 725,1,4.0,7.0,127.0606402,37.15820068
궐동로,경기도 오산시 궐동 727,1,4.0,7.0,127.0596156,37.15734285
궐동로,경기도 오산시 궐동 727,1,4.0,7.0,127.0596156,37.15734285
궐동로,경기도 오산시 궐동 727,1,4.0,7.0,127.0596156,37.15734285
궐동로,경기도 오산시 궐동 728,1,4.0,9.0,127.0604479,37.1570217
궐동로,경기도 오산시 궐동 728,1,2.0,8.0,127.0604479,37.1570217
궐동로,경기도 오산시 궐동 728,1,6.0,9.0,127.0604479,37.1570217
궐동로,경기도 오산시 궐동 728,1,4.0,7.0,127.0604479,37.1570217
궐동로,경기도 오산시 궐동 728,1,4.0,7.0,127.0604479,37.1570055
법원로,경기도 오산시 궐동 729,1,6.0,13.0,127.0570059,37.15640982
법원로,경기도 오산시 궐동 729,1,6.0,13.0,127.0570059,37.15640982
법원로,경기도 오산시 궐동 729,1,6.0,16.0,127.0570059,37.15640982
대호로,경기도 오산시 궐동 714,1,6.0,15.0,127.0541176,37.16207958
대호로,경기도 오산시 궐동 714,1,6.0,12.0,127.0541615,37.16207958
대호로,경기도 오산시 궐동 714,1,6.0,13.0,127.0541557,37.16207958
대호로,경기도 오산시 궐동 714,1,6.0,14.0,127.0541968,37.16207958
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,14.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,14.0,127.0595632,37.15895665
궐동로,경기도 오산시 궐동 715,1,4.0,6.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,8.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,8.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,2,4.0,21.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,2,4.0,21.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,13.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 715,1,6.0,12.0,127.0595632,37.15895665
궐리사로,경기도 오산시 궐동 716,1,6.0,12.0,127.0559869,37.16062113
궐리사로,경기도 오산시 궐동 716,1,6.0,13.0,127.0559734,37.16062113
궐리사로,경기도 오산시 궐동 718,1,4.0,11.0,127.0571133,37.16042089
궐리사로,경기도 오산시 궐동 719,1,2.0,11.0,127.059346,37.15960726
궐리사로,경기도 오산시 궐동 720,1,4.0,6.0,127.0602225,37.15910371
대호로,경기도 오산시 궐동 484-9,1,6.0,13.0,127.0528336,37.1639248
대호로,경기도 오산시 궐동 489-8,1,6.0,15.0,127.0540154,37.1639167
청학로,경기도 오산시 궐동 596,1,4.0,6.0,127.0613229,37.16227215
청학로,경기도 오산시 궐동 596,1,4.0,6.0,127.0613229,37.16227215
매홀로,경기도 오산시 궐동 597,1,6.0,7.0,127.0633269,37.16042624
매홀로,경기도 오산시 궐동 597,1,4.0,8.0,127.0633269,37.16042624
청학로,경기도 오산시 궐동 600,1,4.0,6.0,127.0642473,37.16038459
청학로,경기도 오산시 궐동 600,1,6.0,13.0,127.0642694,37.16038459
청학로,경기도 오산시 궐동 600,1,6.0,13.0,127.0642473,37.16038459
청학로,경기도 오산시 궐동 600,1,6.0,14.0,127.0642473,37.16038459
청학로,경기도 오산시 궐동 600,1,4.0,7.0,127.0642473,37.16038459
청학로,경기도 오산시 궐동 604,1,2.0,8.0,127.0647236,37.1598012
궐리사로,경기도 오산시 궐동 616-1,1,3.0,11.0,127.0543108,37.16330743
궐리사로,경기도 오산시 궐동 640-1,1,2.0,6.0,127.0626595,37.15852914
가장로,경기도 오산시 궐동 711,1,6.0,23.0,127.0527509,37.15875692
가장로,경기도 오산시 궐동 711,1,4.0,18.0,127.0527509,37.15875692
수목원로,경기도 오산시 궐동 711,1,4.0,10.0,127.0527509,37.15875692
수목원로,경기도 오산시 궐동 711,1,6.0,13.0,127.0527191,37.15875692
수목원로,경기도 오산시 궐동 711,1,3.0,3.0,127.0527509,37.15875692
대호로,경기도 오산시 궐동 712,1,4.0,8.0,127.0532504,37.16206342
대호로,경기도 오산시 궐동 712,1,4.0,5.0,127.0532138,37.16206342
대호로,경기도 오산시 궐동 712,1,4.0,5.0,127.0532467,37.16206342
대호로,경기도 오산시 궐동 712,1,4.0,5.0,127.0532382,37.16206342
대호로,경기도 오산시 궐동 712,1,4.0,6.0,127.0532683,37.16206342
대호로,경기도 오산시 궐동 712,1,4.0,7.0,127.0532504,37.16206342
대호로,경기도 오산시 궐동 713,1,4.0,7.0,127.0536473,37.16207245
대호로,경기도 오산시 궐동 713,1,4.0,7.0,127.053678,37.1620728
대호로,경기도 오산시 궐동 713,1,4.0,6.0,127.0536634,37.16207245
대호로,경기도 오산시 궐동 713,1,4.0,6.0,127.0536744,37.1620074
대호로,경기도 오산시 궐동 713,1,4.0,6.0,127.0536989,37.16207245
대호로,경기도 오산시 궐동 713,1,4.0,8.0,127.053678,37.1620838
세마역로19번길,경기도 오산시 세교동 631-7,1,6.0,9.0,127.0449915,37.18397648
세마역로19번길,경기도 오산시 세교동 631-7,1,3.0,9.0,127.0449915,37.18397648
세남로14번길,경기도 오산시 세교동 88-1,1,3.0,5.0,127.0380792,37.19092519
내삼미로48번길,경기도 오산시 수청동 10-63,1,2.0,7.0,127.0694526,37.16760151
내삼미로48번길,경기도 오산시 수청동 10-63,1,3.0,7.0,127.069433,37.16767362
경기대로,경기도 오산시 수청동 111-12,1,6.0,24.0,127.0656381,37.16488972
오산로,경기도 오산시 수청동 111-8,1,4.0,12.0,127.0648498,37.16539872
내삼미로,경기도 오산시 수청동 112-4,1,4.0,12.0,127.0655193,37.16563049
내삼미로,경기도 오산시 수청동 17-1,1,6.0,23.0,127.0678264,37.16516898
내삼미로,경기도 오산시 수청동 17-1,1,8.0,16.0,127.0678264,37.16516898
내삼미로,경기도 오산시 수청동 17-1,1,7.0,13.0,127.0678264,37.16516898
내삼미로,경기도 오산시 수청동 17-1,1,7.0,13.0,127.0678264,37.16516898
내삼미로,경기도 오산시 수청동 17-1,1,3.0,9.0,127.0678264,37.16516898
내삼미로,경기도 오산시 수청동 17-1,1,8.0,14.0,127.0678264,37.16516898
내삼미로,경기도 오산시 수청동 17-1,1,8.0,15.0,127.0678264,37.16516898
청학로,경기도 오산시 수청동 302-13,1,8.0,16.0,127.0617885,37.1685088
청학로,경기도 오산시 수청동 302-13,1,8.0,16.0,127.0617885,37.1685088
수청로,경기도 오산시 수청동 302-8,1,8.0,28.0,127.0614151,37.1696472
수청로,경기도 오산시 수청동 314-6,1,4.0,4.0,127.0622234,37.16966366
수청로,경기도 오산시 수청동 315-7,1,4.0,4.0,127.0624435,37.16985258
청학로,경기도 오산시 수청동 337-5,1,4.0,9.0,127.0625444,37.16715223
청학로,경기도 오산시 수청동 437-10,1,4.0,7.0,127.0622747,37.16752491
박동길,경기도 오산시 수청동 46-8,1,6.0,6.0,127.0687255,37.16524697
내삼미로48번길,경기도 오산시 수청동 5-1,1,4.0,14.0,127.0683069,37.16712566
내삼미로48번길,경기도 오산시 수청동 5-1,1,4.0,14.0,127.0683069,37.16712566
내삼미로48번길,경기도 오산시 수청동 5-1,1,3.0,7.0,127.0683069,37.16712021
내삼미로48번길,경기도 오산시 수청동 5-1,1,4.0,14.0,127.0683069,37.16712566
내삼미로48번길,경기도 오산시 수청동 5-1,1,4.0,14.0,127.0683069,37.16712566
내삼미로48번길,경기도 오산시 수청동 5-1,1,3.0,9.0,127.0683069,37.16712566
내삼미로48번길,경기도 오산시 수청동 5-1,1,4.0,14.0,127.0683069,37.16712566
내삼미로48번길,경기도 오산시 수청동 5-1,1,3.0,7.0,127.0683069,37.16712566
수목원로,경기도 오산시 세교동 629,1,8.0,34.0,127.0424757,37.18365762
수목원로,경기도 오산시 세교동 629,1,8.0,33.0,127.0424957,37.18365762
수목원로,경기도 오산시 세교동 629,1,8.0,33.0,127.0424757,37.18365762
수목원로,경기도 오산시 세교동 629,1,8.0,32.0,127.0424757,37.18365762
수목원로,경기도 오산시 세교동 629,1,8.0,34.0,127.0424757,37.18365762
수목원로,경기도 오산시 세교동 629,1,8.0,34.0,127.0424757,37.18365762
수목원로,경기도 오산시 세교동 629-2,1,6.0,10.0,127.0418367,37.18130576
수목원로,경기도 오산시 세교동 629-2,1,3.0,5.0,127.0418367,37.18130576
수목원로,경기도 오산시 세교동 629-2,1,6.0,8.0,127.0418367,37.18130576
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로,경기도 오산시 세교동 631-1,1,6.0,14.0,127.0425873,37.18680358
세마역로19번길,경기도 오산시 세교동 631-12,1,3.0,9.0,127.043104,37.18316673
세마역로,경기도 오산시 세교동 631-18,1,3.0,9.0,127.0443059,37.18094776
세마역로,경기도 오산시 세교동 631-18,1,3.0,9.0,127.0443059,37.18094776
세마역로,경기도 오산시 세교동 631-2,1,6.0,14.0,127.0414502,37.18711879
세마역로41번길,경기도 오산시 세교동 631-4,1,6.0,14.0,127.0423395,37.18613995
세마역로41번길,경기도 오산시 세교동 631-4,1,6.0,14.0,127.0423948,37.18613995
세마역로41번길,경기도 오산시 세교동 631-5,1,6.0,12.0,127.0433436,37.18513599
세마역로41번길,경기도 오산시 세교동 631-5,1,6.0,12.0,127.0433436,37.18513599
세마역로,경기도 오산시 세교동 631-6,1,6.0,12.0,127.0441663,37.18514729
세마역로,경기도 오산시 세교동 631-6,1,6.0,12.0,127.0441663,37.18514729
수목원로,경기도 오산시 세교동 631-6,1,6.0,12.0,127.0441663,37.18514729
수목원로,경기도 오산시 세교동 631-6,1,6.0,12.0,127.0441663,37.18514729
수목원로,경기도 오산시 세교동 631-6,1,6.0,12.0,127.0441663,37.18514729
수목원로,경기도 오산시 세교동 631-6,1,6.0,12.0,127.0441663,37.18514729
독산성로,경기도 오산시 세교동 426-1,4,8.0,23.0,127.0382796,37.18632836
독산성로,경기도 오산시 세교동 426-1,4,8.0,23.0,127.0377557,37.1859591
독산성로,경기도 오산시 세교동 499,1,6.0,20.0,127.0341853,37.18387151
독산성로,경기도 오산시 세교동 499,1,4.0,8.0,127.0341853,37.18387151
독산성로,경기도 오산시 세교동 499,1,6.0,20.0,127.0341853,37.18387151
독산성로,경기도 오산시 세교동 509-15,1,4.0,14.0,127.0362307,37.18490088
경기대로761번길,경기도 오산시 세교동 593,1,6.0,15.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593,1,2.0,5.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593,1,6.0,15.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593,1,6.0,15.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593,1,6.0,15.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593,1,6.0,15.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593,1,6.0,15.0,127.0449309,37.1873239
경기대로761번길,경기도 오산시 세교동 593-1,1,3.0,8.0,127.0435071,37.18766387
경기대로761번길,경기도 오산시 세교동 593-1,1,3.0,8.0,127.0435071,37.18766387
경기대로761번길,경기도 오산시 세교동 593-1,1,3.0,8.0,127.0435071,37.18766387
경기대로761번길,경기도 오산시 세교동 593-3,1,6.0,19.0,127.0443941,37.1877859
경기대로761번길,경기도 오산시 세교동 593-3,1,6.0,19.0,127.044311,37.18772065
경기대로761번길,경기도 오산시 세교동 593-4,1,6.0,9.0,127.043861,37.18758259
독산성로,경기도 오산시 세교동 594,4,3.0,6.0,127.0469686,37.18779293
독산성로,경기도 오산시 세교동 594,4,8.0,22.0,127.0469686,37.18779293
독산성로,경기도 오산시 세교동 594,4,3.0,6.0,127.0469686,37.18779293
독산성로,경기도 오산시 세교동 594,1,8.0,23.0,127.0469686,37.18779293
독산성로,경기도 오산시 세교동 594,1,8.0,23.0,127.0469686,37.18779293
독산성로449번길,경기도 오산시 세교동 594-1,1,6.0,16.0,127.043716,37.18969481
독산성로,경기도 오산시 세교동 628,1,8.0,23.0,127.0396542,37.18709699
독산성로,경기도 오산시 세교동 628,1,8.0,23.0,127.0396542,37.18709699
독산성로,경기도 오산시 세교동 628,1,8.0,23.0,127.0396542,37.18709699
독산성로,경기도 오산시 세교동 628,4,3.0,2.0,127.0396542,37.18709699
수목원로,경기도 오산시 세교동 629,1,8.0,36.0,127.0424757,37.18365762
수목원로,경기도 오산시 세교동 629,1,8.0,33.0,127.0424757,37.18365762
부산중앙로,경기도 오산시 부산동 806,1,6.0,15.0,127.0911749,37.15076676
부산중앙로 42,경기도 오산시 부산동 813,1,6.0,6.0,127.0921587,37.15284699
가장로,경기도 오산시 서동 1-10,4,3.0,5.0,127.0474007,37.15641179
가장로,경기도 오산시 서동 1-10,4,3.0,5.0,127.0474007,37.15641179
가장로,경기도 오산시 서동 1-10,4,4.0,12.0,127.0474007,37.1564709
초평로,경기도 오산시 서동 125-10,1,4.0,7.0,127.0449041,37.14414263
초평로,경기도 오산시 서동 125-19,1,6.0,18.0,127.0446102,37.142938
초평로,경기도 오산시 서동 125-8,1,3.0,10.0,127.0440706,37.14311111
초평로,경기도 오산시 서동 125-8,1,4.0,3.0,127.0440706,37.14311111
가장로,경기도 오산시 서동 2-21,4,6.0,36.0,127.0469902,37.1562929
서동로,경기도 오산시 서동 244-4,1,4.0,9.0,127.0391864,37.15083235
가장로,경기도 오산시 서동 339-3,1,4.0,10.0,127.041249,37.15517033
가장로,경기도 오산시 서동 339-3,4,4.0,10.0,127.0412471,37.1551778
서동로,경기도 오산시 서동 554-5,1,3.0,7.0,127.039103,37.15086794
가장로,경기도 오산시 서동 5-6,4,4.0,6.0,127.0442591,37.1562985
경기대로,경기도 오산시 세교동 143-7,1,8.0,25.0,127.0428356,37.19442551
독산성로440번길,경기도 오산시 세교동 143-7,1,4.0,20.0,127.042879,37.19442551
경기대로,경기도 오산시 세교동 173-25,1,4.0,20.0,127.0430366,37.19420117
경기대로,경기도 오산시 세교동 173-33,1,3.0,18.0,127.0442635,37.19281612
경기대로,경기도 오산시 세교동 173-44,1,3.0,8.0,127.0453189,37.19229665
경기대로,경기도 오산시 세교동 173-45,1,6.0,12.0,127.0432818,37.1945465
경기대로,경기도 오산시 세교동 184-7,1,3.0,8.0,127.0454289,37.19228405
세마역로,경기도 오산시 세교동 224,1,6.0,14.0,127.0425752,37.18743658
세마역로,경기도 오산시 세교동 224,1,6.0,14.0,127.0425752,37.18743658
세마역로,경기도 오산시 세교동 224,1,6.0,14.0,127.0425371,37.18743658
세마역로,경기도 오산시 세교동 224,1,6.0,14.0,127.0425752,37.18743658
독산성로,경기도 오산시 세교동 331-3,1,3.0,7.0,127.0406008,37.18885639
독산성로,경기도 오산시 세교동 425-5,4,8.0,52.0,127.0379643,37.18633748
독산성로,경기도 오산시 세교동 425-5,4,4.0,4.0,127.0375813,37.18613937
독산성로,경기도 오산시 세교동 426,4,8.0,52.0,127.0382005,37.1858238
독산성로,경기도 오산시 세교동 426,4,4.0,4.0,127.037795,37.18566624
운천로,경기도 오산시 부산동 783,1,2.0,4.0,127.0798565,37.15538536
운천로,경기도 오산시 부산동 783,1,3.0,12.0,127.0798565,37.155304
운천로,경기도 오산시 부산동 783,1,3.0,12.0,127.0798565,37.15538536
운천로,경기도 오산시 부산동 783,1,3.0,12.0,127.0798565,37.15538536
운암로,경기도 오산시 부산동 785,1,4.0,5.0,127.0783897,37.15608682
운암로,경기도 오산시 부산동 785,1,3.0,8.0,127.0783897,37.15608682
운암로,경기도 오산시 부산동 785,1,7.0,26.0,127.078326,37.15608682
운암로,경기도 오산시 부산동 785,1,3.0,9.0,127.0783897,37.15608682
경기동로186번길,경기도 오산시 부산동 789-1,1,6.0,20.0,127.092246,37.155919
경기동로186번길,경기도 오산시 부산동 790,1,7.0,20.0,127.0922495,37.15696702
경기동로,경기도 오산시 부산동 790-2,1,5.0,14.0,127.093253,37.155531
경기동로,경기도 오산시 부산동 790-2,1,5.0,14.0,127.095569,37.157502
부산중앙로,경기도 오산시 부산동 795,1,3.0,6.0,127.0905505,37.15114001
부산중앙로,경기도 오산시 부산동 795,1,3.0,6.0,127.0905505,37.15114001
부산중앙로,경기도 오산시 부산동 798,1,6.0,11.0,127.0897737,37.150867
부산중앙로,경기도 오산시 부산동 798,1,4.0,9.0,127.0897737,37.150867
부산중앙로,경기도 오산시 부산동 798,2,6.0,12.0,127.0897737,37.15087773
성호대로,경기도 오산시 부산동 799,1,6.0,6.0,127.0880628,37.14979706
성호대로,경기도 오산시 부산동 799,1,2.0,7.0,127.0880628,37.14979706
성호대로,경기도 오산시 부산동 799,1,6.0,6.0,127.0880628,37.14979706
성호대로,경기도 오산시 부산동 799,1,6.0,9.0,127.0880628,37.14979706
부산중앙로,경기도 오산시 부산동 801,1,3.0,8.0,127.0915688,37.15016175
부산중앙로,경기도 오산시 부산동 801,1,3.0,8.0,127.0915688,37.15016175
부산중앙로,경기도 오산시 부산동 805,4,6.0,14.0,127.0903711,37.14857485
부산중앙로,경기도 오산시 부산동 805,4,4.0,4.0,127.0903711,37.14857485
부산중앙로,경기도 오산시 부산동 806,2,6.0,12.0,127.0911118,37.15076676
부산중앙로,경기도 오산시 부산동 806,1,3.0,6.0,127.091126,37.15076676
부산중앙로,경기도 오산시 부산동 806,1,3.0,7.0,127.0911749,37.15076676
부산중앙로,경기도 오산시 부산동 806,1,6.0,15.0,127.0911749,37.15076676
부산중앙로,경기도 오산시 부산동 806,1,6.0,15.0,127.0911749,37.15076676
부산중앙로,경기도 오산시 부산동 806,1,6.0,15.0,127.0911749,37.15076676
경기동로,경기도 오산시 부산동 1-2,1,9.0,27.0,127.0941807,37.158801
경기동로,경기도 오산시 부산동 161-8,1,8.0,21.0,127.0908224,37.15868268
경기동로,경기도 오산시 부산동 182-2,1,8.0,20.0,127.087378,37.15884497
경기동로,경기도 오산시 부산동 204-7,1,8.0,20.0,127.086117,37.158796
경기동로,경기도 오산시 부산동 222-2,1,8.0,25.0,127.086382,37.15935452
동부대로,경기도 오산시 부산동 304-4,1,3.0,13.0,127.0817696,37.15476809
동부대로,경기도 오산시 부산동 304-6,1,7.0,13.0,127.081418,37.15500018
