gid,total,cctv_yn,gbn,camera_yn,signal_count,rd_type,crosswalks_count,crsswlk_type,crsswlk_wdth,crsswlk_lngth,speed_bumps_count,fac_hght,fac_wdth,fac_lngth,fac_type,cctv_state,road_bt,child_zones_yn
다사585059,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585060,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585061,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585062,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585063,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585064,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585065,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585066,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585067,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585068,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585069,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585070,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585071,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585072,0,0,없음,0,16,시도,5,1,6.4,17.4,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585073,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585074,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585075,0,0,없음,0,0,없음,2,1,4.0,14.5,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585076,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585077,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585078,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585079,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585080,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585081,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585082,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585083,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585084,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585085,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585086,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585087,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585088,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585089,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585090,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585091,0,0,없음,0,12,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585092,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585093,0,0,없음,0,2,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585094,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585095,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585096,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0
다사585097,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0
다사585098,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585099,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585100,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585101,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585102,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585103,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585104,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0
다사585105,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585106,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1500.0,없음,없음,0.0,0
다사585107,1,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1500.0,없음,없음,0.0,0
다사585108,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585109,0,0,신호,1,10,기타,0,0,0.0,0.0,1,10.0,360.0,800.0,없음,없음,0.0,0
다사585110,0,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,1000.0,없음,없음,0.0,0
다사585111,3,1,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,600.0,없음,없음,0.0,0
다사585112,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사585113,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586043,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586044,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586045,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586046,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586047,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586048,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586049,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0
다사586050,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586051,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586052,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586053,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586054,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586055,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586056,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586057,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586058,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586059,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586060,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586061,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586062,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586063,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586064,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586065,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586066,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586067,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586068,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586069,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586070,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586071,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586072,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586073,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586074,1,0,없음,0,16,기타,8,1,4.0,12.75,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586075,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586076,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586077,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586078,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586079,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586080,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586081,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586082,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586083,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586084,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586085,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586086,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586087,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586088,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586089,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586090,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0
다사586091,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0
다사586092,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586093,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586094,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586095,1,0,없음,0,15,시도,3,1,5.333333333333333,16.0,3,10.0,360.0,400.0,없음,없음,0.0,0
다사586096,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586097,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586098,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586099,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586100,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,유치원,N,4.0,1
다사586101,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586102,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586103,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586104,2,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586105,0,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,500.0,없음,없음,0.0,0
다사586106,0,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,733.3333333333334,없음,없음,0.0,0
다사586107,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586108,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586109,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586110,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586111,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,900.0,없음,없음,0.0,0
다사586112,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사586113,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587042,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587043,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587044,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587045,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587046,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587047,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587048,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0
다사587049,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,어린이집,N,3.0,1
다사587050,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587051,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587052,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587053,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587054,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587055,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0
다사587056,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587057,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587058,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587059,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587060,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587061,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587062,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587063,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587064,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587065,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587066,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587067,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587068,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587069,5,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587070,0,0,없음,0,6,지방도,2,1,8.0,28.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587071,1,0,없음,0,16,시도,2,1,8.0,21.5,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587072,1,0,없음,0,0,없음,1,1,7.0,17.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587073,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587074,0,0,없음,0,0,없음,1,1,3.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587075,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587076,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587077,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587078,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587079,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587080,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587081,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587082,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587083,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587084,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587085,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587086,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587087,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587088,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587089,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587090,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587091,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587092,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587093,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587094,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587095,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587096,0,0,없음,0,5,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587097,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0
다사587098,0,0,없음,0,0,없음,0,0,0.0,0.0,6,10.0,360.0,350.0,없음,없음,0.0,0
다사587099,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587100,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587101,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587102,0,0,없음,0,8,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587103,0,0,없음,0,19,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587104,0,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,500.0,없음,없음,0.0,0
다사587105,0,0,없음,0,9,기타,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0
다사587106,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1200.0,없음,없음,0.0,0
다사587107,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587108,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587109,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587110,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587111,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587112,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사587113,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588040,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588041,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588042,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588043,4,0,없음,0,5,시도,2,4,5.0,4.5,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588044,4,0,없음,0,0,없음,1,4,5.0,12.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588045,1,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588046,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588047,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588048,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,300.0,없음,없음,0.0,0
다사588049,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588050,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588051,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588052,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588053,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0
다사588054,0,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0
다사588055,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588056,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588057,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588058,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588059,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588060,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588061,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588062,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588063,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588064,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588065,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588066,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588067,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588068,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588069,1,0,없음,0,0,없음,1,1,2.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588070,0,0,없음,0,0,없음,1,1,4.0,12.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588071,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588072,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588073,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588074,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588075,0,0,없음,0,6,시도,4,1,5.0,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588076,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588077,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588078,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588079,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588080,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588081,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588082,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588083,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
다사588084,0,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0
