,gid,cctv_yn,gbn,camera_yn,signal_count,rd_type,crosswalks_count,crsswlk_type,crsswlk_wdth,crsswlk_lngth,speed_bumps_count,fac_hght,fac_wdth,fac_lngth,fac_type,cctv_state,road_bt,child_zones_yn,acc_density
2191,다사600085,1,없음,0,31,시도,9,1,6.888888888888889,21.444444444444443,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2192,다사600086,0,없음,0,0,없음,7,1,3.857142857142857,6.714285714285714,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2196,다사600090,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2200,다사600094,0,없음,0,0,없음,1,1,2.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2207,다사600101,0,없음,0,5,시도,3,1,4.666666666666667,18.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2208,다사600102,0,없음,0,1,시도,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
2227,다사601046,0,없음,0,0,없음,21,1,3.0,5.0,1,10.0,360.0,700.0,없음,없음,0.0,0,low
2228,다사601047,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2245,다사601064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2265,다사601084,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2266,다사601085,0,없음,0,0,없음,3,1,4.0,6.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2270,다사601089,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2274,다사601093,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2282,다사601101,0,없음,0,0,없음,1,1,4.0,4.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2284,다사601103,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2302,다사602046,0,없음,0,12,기타,5,1,5.0,11.2,1,10.0,360.0,700.0,없음,없음,0.0,0,low
2305,다사602049,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2307,다사602051,0,없음,0,7,국가지원지방도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2316,다사602060,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2319,다사602063,0,없음,0,0,없음,1,4,8.0,20.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
2320,다사602064,0,없음,0,10,지방도,3,4,4.666666666666667,12.333333333333334,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2321,다사602065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2325,다사602069,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2329,다사602073,1,없음,0,0,없음,1,1,6.0,13.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2330,다사602074,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
2332,다사602076,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
2335,다사602079,0,없음,0,24,시도,2,1,8.0,25.0,2,10.0,360.0,300.0,없음,없음,0.0,0,high
2336,다사602080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2338,다사602082,0,없음,0,0,없음,1,1,4.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2341,다사602085,0,없음,0,9,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2344,다사602088,0,신호,1,50,기타,15,1,5.066666666666666,12.533333333333331,1,10.0,360.0,1600.0,없음,없음,0.0,0,low
2347,다사602091,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2348,다사602092,0,없음,0,0,없음,2,1,3.0,15.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2365,다사602109,0,없음,0,12,시도,3,1,4.0,4.666666666666667,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2370,다사603040,0,없음,0,4,시도,1,4,4.0,31.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2375,다사603045,0,없음,0,0,없음,1,1,3.0,7.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2377,다사603047,0,없음,0,0,없음,4,1,3.0,5.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2378,다사603048,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2381,다사603051,0,없음,0,0,없음,2,1,3.0,11.0,2,10.0,360.0,700.0,없음,없음,0.0,0,low
2382,다사603052,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2384,다사603054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2388,다사603058,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2393,다사603063,0,없음,0,0,없음,1,4,4.0,6.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2394,다사603064,1,없음,0,0,없음,1,1,4.0,7.0,1,10.0,360.0,400.0,없음,없음,0.0,0,low
2395,다사603065,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2396,다사603066,1,없음,0,3,기타,9,1,4.0,6.888888888888889,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2399,다사603069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2402,다사603072,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2403,다사603073,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2416,다사603086,0,없음,0,0,없음,5,1,8.6,22.2,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2421,다사603091,0,없음,0,0,없음,4,1,3.5,5.25,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2424,다사603094,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2430,다사603100,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1000.0,없음,없음,0.0,0,low
2431,다사603101,0,없음,0,5,시도,3,4,4.0,10.666666666666666,1,10.0,360.0,800.0,없음,없음,0.0,0,high
2433,다사603103,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2442,다사604039,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,800.0,없음,없음,0.0,0,low
2443,다사604040,0,신호,1,6,시도,4,4,4.0,18.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2447,다사604044,0,없음,0,0,없음,1,1,3.0,13.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2448,다사604045,0,없음,0,9,시도,1,1,7.0,29.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2450,다사604047,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2451,다사604048,0,신호,1,14,기타,7,1,6.571428571428571,23.571428571428573,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2452,다사604049,0,없음,0,12,시도,1,1,7.0,6.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2453,다사604050,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2454,다사604051,0,없음,0,0,없음,3,1,5.333333333333333,24.666666666666668,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2455,다사604052,0,없음,0,0,없음,1,1,7.0,30.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2456,다사604053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2457,다사604054,0,없음,0,0,없음,2,1,6.5,26.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2458,다사604055,0,없음,0,0,없음,1,1,6.0,30.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2464,다사604061,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2465,다사604062,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2466,다사604063,0,없음,0,0,없음,1,1,4.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2467,다사604064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2468,다사604065,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2469,다사604066,0,없음,0,22,기타,10,1,5.4,11.4,1,10.0,360.0,900.0,없음,없음,0.0,0,high
2470,다사604067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2471,다사604068,0,없음,0,0,없음,2,1,4.0,5.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2472,다사604069,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2473,다사604070,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2474,다사604071,1,없음,0,6,기타,4,1,6.0,13.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2475,다사604072,1,없음,0,0,없음,1,1,3.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2488,다사604085,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2489,다사604086,1,신호,1,24,기타,4,1,5.25,10.0,2,10.0,360.0,750.0,유치원,N,6.0,1,high
2493,다사604090,0,없음,0,0,없음,1,1,4.0,4.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2497,다사604094,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2501,다사604098,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2502,다사604099,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2503,다사604100,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
2504,다사604101,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2506,다사604103,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
2524,다사605049,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2525,다사605050,0,없음,0,13,국가지원지방도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2528,다사605053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2529,다사605054,0,없음,0,0,없음,2,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2536,다사605061,0,없음,0,0,없음,0,0,0.0,0.0,2,5.0,360.0,700.0,유치원,N,22.0,1,low
2538,다사605063,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2539,다사605064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2540,다사605065,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2541,다사605066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2542,다사605067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2543,다사605068,0,없음,0,1,기타,2,1,4.0,5.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2544,다사605069,0,없음,0,4,기타,2,1,6.0,12.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2545,다사605070,0,없음,0,0,없음,1,1,4.0,6.0,1,10.0,360.0,900.0,없음,없음,0.0,0,low
2555,다사605080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2560,다사605085,0,없음,0,0,없음,2,1,4.0,6.5,4,10.0,360.0,750.0,없음,없음,0.0,0,low
2565,다사605090,0,없음,0,0,없음,3,1,3.6666666666666665,12.333333333333334,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2570,다사605095,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2571,다사605096,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2572,다사605097,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2576,다사605101,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2588,다사606040,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
2602,다사606054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2608,다사606060,0,없음,0,0,없음,1,1,4.0,18.0,2,5.0,360.0,950.0,없음,없음,0.0,0,low
2611,다사606063,0,속도,1,0,없음,1,1,4.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2612,다사606064,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2613,다사606065,0,없음,0,16,기타,8,1,5.75,12.75,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2614,다사606066,0,없음,0,4,기타,4,1,5.0,8.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2615,다사606067,0,없음,0,0,없음,2,1,4.0,5.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2616,다사606068,0,없음,0,1,기타,3,1,3.6666666666666665,6.333333333333333,3,10.0,360.0,366.6666666666667,없음,없음,0.0,0,low
2617,다사606069,0,없음,0,5,기타,1,1,4.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2627,다사606079,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2636,다사606088,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2637,다사606089,0,없음,0,5,일반국도,4,1,4.5,16.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2648,다사606100,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2676,다사607055,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2681,다사607060,0,없음,0,0,없음,1,1,4.0,17.0,2,10.0,360.0,1000.0,없음,없음,0.0,0,high
2684,다사607063,0,없음,0,5,기타,2,1,4.0,9.0,2,10.0,360.0,1000.0,없음,없음,0.0,0,low
2686,다사607065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2687,다사607066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2689,다사607068,1,신호,1,0,없음,0,0,0.0,0.0,3,10.0,360.0,1666.6666666666667,없음,없음,0.0,0,low
2690,다사607069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2701,다사607080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,유치원,N,13.0,1,low
2705,다사607084,0,없음,0,12,기타,7,1,5.428571428571429,11.571428571428571,1,10.0,360.0,500.0,없음,없음,0.0,0,low
2706,다사607085,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,500.0,없음,없음,0.0,0,low
2709,다사607088,0,없음,0,0,없음,3,1,3.0,17.666666666666668,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2710,다사607089,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2722,다사607101,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2724,다사607103,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
2734,다사608039,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2751,다사608056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2754,다사608059,0,없음,0,0,없음,3,1,3.333333333333333,19.0,4,10.0,360.0,425.0,없음,없음,0.0,0,low
2760,다사608065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2761,다사608066,0,없음,0,0,없음,3,1,4.0,7.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2762,다사608067,0,없음,0,47,기타,17,1,5.882352941176471,13.588235294117649,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2763,다사608068,1,없음,0,4,기타,1,1,2.0,11.0,1,10.0,360.0,700.0,없음,없음,0.0,0,high
2764,다사608069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2774,다사608079,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
2775,다사608080,0,없음,0,12,시도,5,1,6.4,24.4,1,10.0,360.0,1200.0,없음,없음,0.0,0,high
2777,다사608082,0,속도,1,12,기타,5,1,6.0,21.0,2,10.0,360.0,600.0,어린이집,N,13.0,1,low
2778,다사608083,0,없음,0,0,없음,3,1,5.333333333333333,20.666666666666668,1,10.0,360.0,1600.0,없음,없음,0.0,0,high
2780,다사608085,0,없음,0,0,없음,1,1,5.0,7.0,2,10.0,360.0,500.0,없음,없음,0.0,0,low
2783,다사608088,0,없음,0,0,없음,1,1,3.0,22.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2796,다사608101,0,없음,0,6,시도,3,1,4.666666666666667,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2800,다사608105,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
2810,다사609040,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2811,다사609041,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2814,다사609044,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2826,다사609056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2827,다사609057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2828,다사609058,0,없음,0,0,없음,0,0,0.0,0.0,6,10.0,360.0,633.3333333333334,없음,없음,0.0,0,low
2835,다사609065,0,없음,0,1,기타,5,1,4.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2836,다사609066,0,없음,0,0,없음,1,1,4.0,7.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2837,다사609067,0,없음,0,0,없음,1,1,4.0,6.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2838,다사609068,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2843,다사609073,0,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,400.0,없음,없음,0.0,0,low
2850,다사609080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2851,다사609081,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,450.0,없음,없음,0.0,0,low
2852,다사609082,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
2853,다사609083,0,없음,0,15,기타,4,1,7.5,17.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2854,다사609084,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2855,다사609085,0,없음,0,0,없음,1,1,6.0,17.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2856,다사609086,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2865,다사609095,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2871,다사609101,0,없음,0,0,없음,4,1,4.0,7.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2876,다사609106,0,없음,0,0,없음,1,1,4.0,6.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
2885,다사610040,0,없음,0,0,없음,1,1,2.0,36.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2886,다사610041,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,900.0,없음,없음,0.0,0,low
2902,다사610057,0,없음,0,9,시도,1,1,6.0,32.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2903,다사610058,0,없음,0,4,기타,1,1,6.0,16.0,2,10.0,360.0,600.0,없음,없음,0.0,0,high
2904,다사610059,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,400.0,없음,없음,0.0,0,low
2910,다사610065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2911,다사610066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2912,다사610067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2913,다사610068,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,700.0,없음,없음,0.0,0,high
2918,다사610073,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,어린이집,N,5.0,1,low
2920,다사610075,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2924,다사610079,1,없음,0,0,없음,1,1,8.0,28.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2925,다사610080,0,없음,0,24,기타,3,1,8.0,21.666666666666668,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2930,다사610085,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2931,다사610086,0,없음,0,10,시도,2,1,8.0,14.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2934,다사610089,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2937,다사610092,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2946,다사610101,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2965,다사611044,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1200.0,없음,없음,0.0,0,low
2967,다사611046,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2968,다사611047,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2973,다사611052,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2975,다사611054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2978,다사611057,0,없음,0,4,시도,3,1,5.0,12.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
2979,다사611058,0,없음,0,0,없음,1,1,6.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2980,다사611059,0,없음,0,7,기타,0,0,0.0,0.0,3,10.0,360.0,500.0,없음,없음,0.0,0,low
2982,다사611061,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1000.0,없음,없음,0.0,0,low
2983,다사611062,0,없음,0,0,없음,0,0,0.0,0.0,5,10.0,360.0,680.0,없음,없음,0.0,0,low
2986,다사611065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2987,다사611066,0,없음,0,1,기타,1,1,4.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
2988,다사611067,1,없음,0,0,없음,1,1,2.0,6.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
2994,다사611073,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,유치원,N,6.0,1,high
2995,다사611074,0,없음,0,0,없음,2,1,2.5,7.5,1,10.0,360.0,400.0,없음,없음,0.0,0,low
2998,다사611077,0,없음,0,0,없음,1,1,4.0,7.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
2999,다사611078,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3000,다사611079,1,없음,0,0,없음,2,1,4.0,4.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3001,다사611080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3004,다사611083,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3007,다사611086,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3008,다사611087,0,없음,0,0,없음,1,1,8.0,17.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3013,다사611092,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3014,다사611093,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3016,다사611095,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3022,다사611101,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,low
3023,다사611102,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3026,다사611105,0,없음,0,0,없음,2,1,5.0,10.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3038,다사612041,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3044,다사612047,0,없음,0,0,없음,1,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3051,다사612054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3052,다사612055,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3053,다사612056,0,없음,0,2,시도,1,1,3.0,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3054,다사612057,1,없음,0,2,시도,1,1,7.0,20.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3055,다사612058,0,없음,0,4,기타,1,1,3.0,10.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3058,다사612061,1,신호,1,7,기타,3,1,5.333333333333333,23.33333333333333,3,10.0,360.0,666.6666666666666,유치원,N,6.0,1,high
