sgg_nm,rd_type,addr,rd_no,rd_nm,lon,lat
오산시,시도,경기도 오산시 고현동 269,,동부대로,127.0802098,37.13216601
오산시,시도,경기도 오산시 고현동 6-10,,동부대로,127.0782876,37.13343424
오산시,시도,경기도 오산시 고현동 6-10,,동부대로,127.0782876,37.13343424
오산시,기타,경기도 오산시 지곶동 564,,가장산업서북로,127.0319617,37.17020878
오산시,기타,경기도 오산시 지곶동 564,,가장산업서북로,127.0319617,37.17020878
오산시,시도,경기도 오산시 지곶동 646,,지곶중앙로,127.0334034,37.180446
오산시,일반국도,경기도 오산시 수청동 75,1번,경기대로,127.0676394,37.16233398
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,시도,경기도 오산시 수청동 638-1,,오산대역로,127.0661385,37.17120539
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 633,,누읍로,127.0545341,37.14132288
오산시,기타,경기도 오산시 누읍동 635,,누읍로 46번길,127.0528326,37.14045184
오산시,기타,경기도 오산시 누읍동 635,,누읍로 46번길,127.0528326,37.14045184
오산시,기타,경기도 오산시 은계동 65,,오산로,127.0695938,37.16011991
오산시,기타,경기도 오산시 은계동 65,,오산로,127.0695938,37.16011991
오산시,기타,경기도 오산시 은계동 65,,오산로,127.0695938,37.16011991
오산시,일반국도,경기도 오산시 은계동 65,1번,경기대로,127.0695938,37.16011991
오산시,일반국도,경기도 오산시 은계동 65,1번,경기대로,127.0695938,37.16011991
오산시,일반국도,경기도 오산시 은계동 65,1번,경기대로,127.0695938,37.16011991
오산시,일반국도,경기도 오산시 은계동 65,1번,경기대로,127.0695938,37.16011991
오산시,일반국도,경기도 오산시 은계동 65,1번,경기대로,127.0695938,37.16011991
오산시,일반국도,경기도 오산시 은계동 65,1번,경기대로,127.0695938,37.16011991
오산시,기타,경기도 오산시 은계동 30-10,,은여울로,127.075081,37.1609776
오산시,기타,경기도 오산시 은계동 9-10,,은여울로,127.0757532,37.16165598
오산시,기타,경기도 오산시 은계동 9-10,,은여울로,127.0757532,37.16165598
오산시,시도,경기도 오산시 은계동 7-23,,현충로,127.0772686,37.1605758
오산시,시도,경기도 오산시 은계동 7-23,,현충로,127.0772686,37.16055478
오산시,시도,경기도 오산시 은계동 7-23,,현충로,127.0772686,37.16055478
오산시,시도,경기도 오산시 내삼미동 251-2,,북삼미로,127.0621461,37.18001605
오산시,시도,경기도 오산시 내삼미동 251-2,,북삼미로,127.0621461,37.18001605
오산시,시도,경기도 오산시 내삼미동 251-2,,북삼미로,127.0621461,37.18001605
오산시,시도,경기도 오산시 내삼미동 251-2,,북삼미로,127.0621461,37.18001605
오산시,시도,경기도 오산시 내삼미동 251-2,,북삼미로,127.0621461,37.18001605
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 수청동 639,,내삼미로,127.0665394,37.16878137
오산시,기타,경기도 오산시 누읍동 634,,누읍로 49번길,127.0523662,37.139361
오산시,기타,경기도 오산시 누읍동 634,,누읍로 49번길,127.0523662,37.139361
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,기타,경기도 오산시 누읍동 634,,수목원로 49번길,127.0523662,37.1393876
오산시,시도,경기도 오산시 은계동 7-23,,현충로,127.0772686,37.16055478
오산시,시도,경기도 오산시 은계동 7-23,,현충로,127.0772686,37.16055478
오산시,시도,경기도 오산시 은계동 13-12,,현충로,127.0755928,37.16176635
오산시,시도,경기도 오산시 은계동 13-12,,현충로,127.0755928,37.16176635
오산시,시도,경기도 오산시 은계동 13-12,,현충로,127.0755928,37.16176635
오산시,시도,경기도 오산시 은계동 9-10,,현충로,127.0757532,37.16165598
오산시,시도,경기도 오산시 은계동 9-10,,현충로,127.0757532,37.16165598
오산시,시도,경기도 오산시 은계동 9-10,,현충로,127.0757532,37.16165598
오산시,시도,경기도 오산시 은계동 13-14,,현충로,127.0752301,37.16188497
오산시,기타,경기도 오산시 은계동 18-9,,현충로,127.0726289,37.16333712
오산시,기타,경기도 오산시 은계동 18-9,,현충로,127.0726289,37.16333712
오산시,기타,경기도 오산시 은계동 18-9,,현충로,127.0726289,37.16333712
오산시,기타,경기도 오산시 은계동 18-6,,현충로,127.0715456,37.16323411
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.0656284,37.17348184
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 890,,문헌공로,127.0546322,37.17619853
오산시,기타,경기도 오산시 내삼미동 891,,수청로,127.0542826,37.17552108
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 청학동 112-3,310번,가장로,127.0526077,37.155556
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 청학동 188-18,310번,가장로,127.0584005,37.15146311
오산시,지방도,경기도 오산시 청학동 188-18,310번,가장로,127.0584005,37.15146311
오산시,지방도,경기도 오산시 청학동 188-18,310번,가장로,127.0584005,37.15146311
오산시,지방도,경기도 오산시 청학동 188-18,310번,가장로,127.0584005,37.15146311
오산시,시도,경기도 오산시 탑동 88-6,,수목원로,127.054144,37.13415102
오산시,지방도,경기도 오산시 고현동 174-5,310번,남부대로,127.0888877,37.13042717
오산시,지방도,경기도 오산시 고현동 174-5,310번,남부대로,127.0888877,37.13042717
오산시,지방도,경기도 오산시 고현동 141,310번,남부대로,127.0880613,37.13089376
오산시,지방도,경기도 오산시 고현동 111,310번,남부대로,127.0866164,37.13185801
오산시,지방도,경기도 오산시 고현동 111,310번,남부대로,127.0866164,37.13185801
오산시,지방도,경기도 오산시 고현동 111,310번,남부대로,127.0866164,37.13185801
오산시,지방도,경기도 오산시 청호동 346,310번,남부대로,127.0862913,37.13059144
오산시,지방도,경기도 오산시 청호동 346,310번,남부대로,127.0862913,37.13059144
오산시,지방도,경기도 오산시 고현동 111,310번,남부대로,127.0866164,37.13185801
오산시,지방도,경기도 오산시 고현동 111,310번,남부대로,127.0866164,37.13185801
오산시,지방도,경기도 오산시 고현동 110,310번,남부대로,127.0859577,37.13231829
오산시,기타,경기도 오산시 은계동 18-6,,현충로,127.0715456,37.16323411
오산시,기타,경기도 오산시 은계동 18-6,,현충로,127.0715456,37.16323411
오산시,기타,경기도 오산시 은계동 18-6,,현충로,127.0715456,37.16323411
오산시,기타,경기도 오산시 은계동 53-9,,현충로,127.0704174,37.16295317
오산시,기타,경기도 오산시 은계동 53-9,,현충로,127.0704174,37.16295317
오산시,시도,경기도 오산시 탑동 88-6,,남부대로,127.0541957,37.1341682
오산시,시도,경기도 오산시 탑동 88-6,,남부대로,127.0541957,37.13415102
오산시,시도,경기도 오산시 탑동 88-6,,남부대로,127.0541957,37.1341687
오산시,시도,경기도 오산시 탑동 88-6,,남부대로,127.0541957,37.13415102
오산시,시도,경기도 오산시 탑동 88-6,,남부대로,127.0541957,37.13415102
오산시,시도,경기도 오산시 탑동 88-6,,수목원로,127.054144,37.13415102
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065611,37.17348184
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,시도,경기도 오산시 금암동 212-6,,수목원로,127.052371,37.16985654
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 금암동 504,,수청로,127.0525422,37.17746817
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,지방도,경기도 오산시 청학동 188-18,310번,가장로,127.0584005,37.15146311
오산시,시도,경기도 오산시 가장동 405-1,,가장산업서로,127.0295387,37.16531178
오산시,시도,경기도 오산시 가장동 405-1,,가장산업서로,127.0295387,37.16531178
오산시,시도,경기도 오산시 가장동 405-1,,가장산업서로,127.0295387,37.16531178
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,시도,경기도 오산시 가장동 406,,가장산업서로,127.0334631,37.16293087
오산시,기타,경기도 오산시 가장동 405-4,,가장산업서북로,127.034507,37.16529855
오산시,기타,경기도 오산시 가장동 405-4,,가장산업서북로,127.034507,37.16529855
오산시,기타,경기도 오산시 가장동 405-4,,가장산업서북로,127.034507,37.16529855
오산시,기타,경기도 오산시 가장동 405-4,,가장산업서북로,127.034507,37.16529855
오산시,지방도,경기도 오산시 서동 4-4,310번,가장로,127.0442132,37.156392
오산시,지방도,경기도 오산시 서동 4-4,310번,가장로,127.0442132,37.156392
오산시,지방도,경기도 오산시 서동 4-4,310번,가장로,127.0442132,37.156392
오산시,지방도,경기도 오산시 서동 4-4,310번,가장로,127.0442132,37.156392
오산시,시도,경기도 오산시 가장동 379-1,,가장산업북로,127.0353715,37.16192783
오산시,시도,경기도 오산시 가장동 379-1,,가장산업북로,127.0353715,37.16192783
오산시,시도,경기도 오산시 가장동 379-1,,가장산업북로,127.0353715,37.16192783
오산시,시도,경기도 오산시 가장동 383,,가장산업북로,127.0360516,37.1656466
오산시,시도,경기도 오산시 가장동 383,,가장산업북로,127.0360516,37.1656466
오산시,시도,경기도 오산시 가장동 383,,가장산업북로,127.0360516,37.1656466
오산시,시도,경기도 오산시 가장동 383,,가장산업북로,127.0360516,37.1656466
오산시,시도,경기도 오산시 가장동 383,,가장산업북로,127.0360516,37.1656466
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 내삼미동 902,,삼미로,127.0691369,37.17443828
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,시도,경기도 오산시 금암동 298,,오산대역로,127.0410938,37.17087892
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.176847
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.176847
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.176847
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.176847
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.176847
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 가장동 405,,가장산업서북로,127.0319829,37.16510443
오산시,기타,경기도 오산시 궐동 103-6,,청학로,127.0645097,37.15849828
오산시,기타,경기도 오산시 궐동 103-6,,청학로,127.0645097,37.15849828
오산시,기타,경기도 오산시 궐동 103-6,,청학로,127.0645165,37.15849828
오산시,기타,경기도 오산시 궐동 90-3,,청학로,127.064692,37.15701715
오산시,기타,경기도 오산시 가장동 405-4,,가장산업서북로,127.034507,37.16529855
오산시,기타,경기도 오산시 가장동 405-4,,가장산업서북로,127.034507,37.16529855
오산시,시도,경기도 오산시 오산동 908,,역광장로,127.0685066,37.14303618
오산시,시도,경기도 오산시 오산동 908,,역광장로,127.0685066,37.14303618
오산시,시도,경기도 오산시 오산동 603-168,,역광장로,127.0676948,37.14545672
오산시,시도,경기도 오산시 오산동 603-168,,역광장로,127.0676948,37.14545672
오산시,시도,경기도 오산시 오산동 904,,역광장로,127.0676948,37.1447566
오산시,시도,경기도 오산시 오산동 904,,역광장로,127.0676948,37.1447566
오산시,시도,경기도 오산시 오산동 904,,역광장로,127.0676948,37.1447566
오산시,시도,경기도 오산시 오산동 603-3,,역광장로,127.0668449,37.14589518
오산시,기타,경기도 오산시 오산동 908,,오산로,127.0685066,37.14303618
오산시,기타,경기도 오산시 오산동 905,,오산로,127.0684471,37.14490647
오산시,기타,경기도 오산시 오산동 905,,오산로,127.0684282,37.14490647
오산시,기타,경기도 오산시 오산동 905,,오산로,127.0684295,37.14490647
오산시,기타,경기도 오산시 오산동 905,,오산로,127.0684217,37.14490647
오산시,기타,경기도 오산시 오산동 903-2,,오산로,127.0684215,37.14668214
오산시,기타,경기도 오산시 오산동 903-2,,오산로,127.0684215,37.14668214
오산시,기타,경기도 오산시 오산동 903-1,,오산로,127.0680791,37.1465367
오산시,기타,경기도 오산시 오산동 903-1,,오산로,127.0680791,37.1465367
오산시,기타,경기도 오산시 오산동 901,,대원로,127.0684737,37.14761021
오산시,기타,경기도 오산시 오산동 901,,대원로,127.0684737,37.14761021
오산시,기타,경기도 오산시 오산동 901,,오산로,127.0684907,37.14761021
오산시,기타,경기도 오산시 오산동 901,,오산로,127.0684907,37.14761021
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,시도,경기도 오산시 가장동 379,,가장산업동로,127.0384294,37.1627703
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 245-1,310번,가장로,127.0386683,37.15970473
오산시,지방도,경기도 오산시 가장동 379-3,310번,가장로,127.038625,37.1611216
오산시,시도,경기도 오산시 오산동 890,,성호대로,127.0736985,37.15130161
오산시,시도,경기도 오산시 오산동 890,,성호대로,127.0736985,37.15130161
오산시,시도,경기도 오산시 오산동 890,,성호대로,127.0736985,37.15130161
오산시,시도,경기도 오산시 오산동 890,,성호대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736375,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736628,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,일반국도,경기도 오산시 오산동 890,1번,경기대로,127.0736985,37.15130161
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 내삼미동 899,,수목원로,127.0662429,37.17522558
오산시,시도,경기도 오산시 금암동 502-1,,수목원로,127.050001,37.175211
