road_nm,inst_plc,fac_hght,fac_wdth,fac_lngth,sprtn,cntns,lon,lat
청학로17번길,오산중학교 정문 앞,10,360,1000,N,N,127.0628655,37.15339102
청학로,오산대교문 앞,10,360,1000,Y,N,127.0630906,37.1534787
오산천로,정우타운 다동 맞은편 도로,10,360,600,Y,N,127.0665551,37.15349488
청학로,오산대학 버스정류장 청학도서관 방향 20m,10,360,600,Y,N,127.0636171,37.15366093
오산로,오산로 276 앞,10,360,700,Y,N,127.0685852,37.15150688
오산로,오산로 280-1 앞,10,360,700,Y,N,127.0685965,37.15156094
성산새싹길16번길,성산새싹16번길 26 앞,10,360,400,N,N,127.0669025,37.15169932
성호대로55번길,성호대로55번길 35 앞,10,360,400,N,N,127.0682337,37.15179993
성호대로55번길,성호대로55번길 32 앞,10,360,400,N,N,127.0678932,37.15181139
역광장로83번길,역광장로83번길 56 앞,10,360,500,Y,N,127.067449,37.15228921
오산로300번길,오산할머니집 앞,10,360,600,N,N,127.0691162,37.15364884
은여울로,경기공조 인근,10,360,600,Y,N,127.0684352,37.1568142
은여울로,천지정밀 앞,10,360,600,N,N,127.0686379,37.1569447
은여울로,오산침례교회 앞,10,360,400,N,N,127.0689451,37.1573815
경기대로333번길,경기대로333번길 18 앞,10,360,600,N,N,127.0715514,37.15450791
경기대로333번길,경기대로333번길 24 앞,10,360,600,N,N,127.0709829,37.15453979
경기대로339번길,경기대로339번길 22 앞,10,360,400,N,Y,127.0710285,37.15508715
경기대로339번길,경기대로339번길 20 앞,10,360,400,N,Y,127.0712199,37.15509154
오산천제방,오산동 6-13번지,10,360,600,N,N,127.070537,37.156501
은여울로,신흥빌라 옆,10,360,400,N,N,127.0692069,37.1574985
은여울로,신흥빌라 앞,10,360,700,Y,N,127.0695644,37.15750285
은여울로,성광세탁수선 앞,10,360,500,N,N,127.0691679,37.1579108
은여울로,리버빌아파트 정문,10,360,1000,Y,N,127.070291,37.15795296
은여울로,리버빌아파트 정문 앞,10,360,300,N,N,127.071347,37.15857856
은여울로,오산침례교회 옆,10,360,400,N,N,127.0686946,37.1573929
은여울로,새마을금고 앞,10,360,600,Y,N,127.0680731,37.1578844
오산로,오산태권도체육관 앞,10,360,500,N,N,127.0673301,37.1579614
오산로,성광세탁수선 옆,10,360,400,N,N,127.0690695,37.1579716
오산로,크로바옷수선 앞,10,360,400,N,N,127.0688049,37.1579853
오산로,새마을금고 옆,10,360,400,N,N,127.0682786,37.1580217
오산로,아우성옻닭영양탕 앞,10,360,600,N,N,127.0679606,37.1580399
은여울로,아우성옻닭영양탕 앞,10,360,600,Y,N,127.0690986,37.1581209
은여울로,패션세탁소 앞,10,360,600,Y,N,127.0681498,37.1587493
오산로,혜성슈퍼 앞,10,360,500,Y,N,127.0676461,37.1588172
은여울로,오산퀵 앞,10,360,900,Y,N,127.0681981,37.1591255
오산로,궐동대우3차아파트 정문,10,360,400,Y,N,127.0674466,37.1592205
오산로,궐동대우3차아파트 정문,10,360,400,Y,N,127.0676127,37.1592678
오산로,궐동대우3차아파트 앞,10,360,400,Y,N,127.0678773,37.1593014
오산로,궐동대우3차아파트 정문,10,360,600,Y,N,127.0674833,37.1593354
오산로,GS25편의점 앞,10,360,400,Y,N,127.0684628,37.1593686
오산로,아름다운광고간판 앞,10,360,400,Y,N,127.0671821,37.1593734
은여울로,궐동대우아파트 옆,10,360,900,Y,N,127.0682296,37.1597878
은여울로,궐동대우아파트 후문,10,360,500,N,N,127.0678835,37.1599096
은여울로,대우공판장 앞,10,360,400,N,N,127.0679933,37.1599366
오산로,보성이발관 옆,10,360,300,N,N,127.0693966,37.1587441
오산로,코스모스미용실 앞,10,360,300,N,N,127.0691587,37.1587578
은여울로43번길,은여울로 43 차차커피 앞,10,360,600,N,N,127.0714091,37.15882857
은여울로43번길,해두리치킨 오산은계점 앞,10,360,600,N,N,127.0712658,37.15901563
현충로72번길,현충로72번길 48 청운빌라 앞,10,360,600,N,N,127.0713026,37.15927466
은여울로43번길,은여울로43번길 9 건물 앞,10,360,600,N,N,127.0710043,37.15935143
오산로,파츠마켓 앞,10,360,500,Y,N,127.0693297,37.1593726
은여울로43번길,GS25 오산은계점 앞,10,360,700,N,N,127.0707541,37.15968497
은여울로43번길,은계주공 112동 앞,10,360,600,N,N,127.0705405,37.1599464
은여울로43번길,은계주공 111동 앞,10,360,600,N,N,127.070206,37.16039938
운천로,오산명성교회 앞,10,360,600,N,N,127.0739745,37.15445912
경기대로333번길,경기대로333번길 14 앞,10,360,400,N,N,127.0718666,37.15449871
경기대로333번길,삼천리자전거 오산동점 건물 옆,10,360,400,N,N,127.073119,37.15453173
경기대로339번길,타이어뱅크 북오산점 건물 옆,10,360,400,N,N,127.0729253,37.15501842
경기대로339번길,경기대로339번길 8 앞,10,360,400,N,N,127.0723118,37.15503682
경기대로339번길,경기대로339번길 12 앞,10,360,400,N,N,127.0719431,37.15505507
성호대로93번길,성호대로93번길 71 앞,10,360,600,N,N,127.0717011,37.1551273
경기도동로8번길,경기도동로8번길 10 앞,10,360,600,N,N,127.0738626,37.15515976
경기도동로8번길,중앙공업사 앞,10,360,400,N,N,127.0739162,37.15526109
경기도동로8번길,경기도동로8번길 7 앞,10,360,400,N,N,127.0737617,37.15559233
동부대로568번길,부산동길 75-2 지도기준 10시 방향,10,360,200,N,N,127.0888233,37.15245082
부산중앙로,오산시티자이2차.다온초교 버스정류장 좌측,10,360,600,Y,N,127.0917615,37.15252067
동부대로568번길,동부대로568번길 91 앞,10,360,200,N,N,127.0892176,37.15273886
동부대로568번길,동부대로568번길 87-4 앞,10,360,200,N,N,127.0889871,37.15292601
동부대로568번길,동부대로568번길 102 앞,10,360,200,N,N,127.0899362,37.1535335
동부대로568번길,경기도동로186번길 54 앞,10,360,200,N,N,127.0918617,37.15392174
동부대로568번길,동부대로568번길 110-3 앞,10,360,200,N,N,127.0907873,37.1545105
부산동,부산동 182-7,10,360,400,N,N,127.08803,37.15808
부산동,부산동 182-7,10,360,400,N,N,127.08803,37.15808
부산동,부산동 182-7,10,360,400,N,N,127.08803,37.15808
운천로,운천고교 버스정류장 앞,10,360,1200,Y,N,127.0798377,37.15539241
경기도동로8번길,경기도동로8번길 17-1 앞,10,360,600,N,N,127.0745524,37.15544992
운천로,운천로 147-11 앞,10,360,600,Y,N,127.0756786,37.15591325
경기도동로8번길,경기도동로8번길 27 나동 주차장 앞,10,360,600,N,N,127.0742716,37.15608759
운천로,투다리 운암2점 앞,10,360,600,Y,N,127.0772267,37.15609922
운천로,미니스톱 오산점 앞,10,360,600,Y,N,127.0768496,37.15617606
운천로165번길,운천로165번길 9 앞,10,360,600,N,N,127.0775956,37.15631974
운천로,오산동 80-3번지,10,360,600,N,N,127.075189,37.156922
운천로165번길,동화마을유치원앞,10,360,600,N,N,127.0765859,37.15701646
부산동,부산동 780번길,10,360,600,Y,N,127.07941,37.15891
은여울로,리버빌아파트 정문 앞,10,360,500,Y,N,127.0716793,37.15879687
은여울로,늘푸름클럽.은계현대아파트 버스정류장 기준 좌측,10,360,700,N,N,127.0725354,37.15933248
현충로72번길,현대2차아파트 정문 기준 좌측,10,360,600,N,N,127.0718433,37.15959195
현충로72번길,현대2차아파트 정문 기준 우측,10,360,600,N,N,127.0719475,37.15964145
현충로72번길,은여울로57-4 옆,10,360,600,N,N,127.0723049,37.15965925
은여울로67번길,럭키할인마트 오복빌딩사이,10,360,600,N,N,127.0733329,37.16037271
현충로72번길,오복빌딩 옆,10,360,600,N,N,127.0731725,37.16041786
현충로72번길,구세군오산영문교회 앞,10,360,600,N,N,127.073364,37.16052137
은여울로67번길,구세군오산영문 컨테이너 옆,10,360,600,N,N,127.0731388,37.16053051
현충로72번길,정원빌라앞,10,360,600,N,N,127.0735921,37.16066089
부산동,부산동 780번길,10,360,600,Y,N,127.07941,37.15891
부산동,부산동 780번길,10,360,600,Y,N,127.07941,37.15891
은여울로,현대1차아파트 정문 근방,10,360,600,Y,N,127.0750898,37.16099334
현충로72번길,우성그린104동앞,10,360,600,Y,N,127.0744511,37.16123478
현충로,현충로 95 지도기준 방향 3시,10,360,600,N,N,127.0774995,37.16137924
현충로72번길,우성그린108동앞,10,360,600,Y,N,127.0752453,37.16173661
현충로,현충로 63-5 앞,10,360,200,N,N,127.074959,37.16248467
현충로,대성원룸앞,10,360,200,N,N,127.0751814,37.16257689
오산로,궐동파출소 앞,10,360,1000,Y,N,127.0662792,37.1599308
오산로,궐동파출소 옆,10,360,500,Y,N,127.0659612,37.1599873
오산로,재경연립 앞,10,360,600,Y,N,127.0660265,37.1605842
오산로,재경연립 앞,10,360,500,N,N,127.0660913,37.1607216
매홀로,오산대우아파트 옆,0,360,600,Y,N,127.0633191,37.1608132
오산로,오산평화교회 앞,10,360,600,Y,N,127.0658356,37.1611597
오산로,오산종합정비센터 앞,10,360,600,Y,N,127.0655884,37.1617401
매홀로,매홀초 앞,10,360,3100,Y,N,127.0631004,37.1618061
매홀로,매홀초 앞,10,360,600,Y,N,127.0635114,37.1619462
청학로147번길,매홀초등학교앞,10,360,600,Y,N,127.0634833,37.16195525
은여울로67번길,은계동어린이공원 앞,10,360,400,N,N,127.0728997,37.16067033
은여울로67번길,CU 오산은여울점 앞,10,360,400,N,N,127.0722527,37.16102439
은여울로67번길,중앙빌라 지도기준 5시방향,10,360,400,N,N,127.0716676,37.1613311
현충로60번길,금성타운601동앞,10,360,600,Y,N,127.0725294,37.16190951
현충로60번길,금성타운901동앞,10,360,600,Y,N,127.0730558,37.16198352
현충로60번길,금성타운1101동앞,10,360,600,Y,N,127.073388,37.16205315
현충로,새싹뜰어린이집앞,10,360,1000,Y,N,127.0734395,37.16287533
경기대로416번길,은계동공영주차장 지도기준 9시방향,10,360,600,N,N,127.0719816,37.16305418
현충로,은계동공영주차장 지도기준 2시방향,10,360,1000,Y,N,127.072936,37.16320228
경기대로416번길,필봉산 앞 사거리 도로섬,10,360,600,N,N,127.071903,37.16322543
은여울로43번길,은여울로43번길 23 건물 앞,10,360,600,N,N,127.069818,37.1609042
경기대로416번길,쌍용연립정문앞,10,360,400,Y,N,127.0704569,37.16090833
경기대로416번길,영산그린맨션아파트입구,10,360,700,N,N,127.0692,37.161187
경기대로416번길,해에게서소년에게유치원 주차장앞,10,360,400,Y,N,127.0708232,37.16135639
은여울로67번길,중앙빌라 지도기준 9시방향,10,360,400,N,N,127.0713357,37.16152278
경기대로416번길,경기대로416번길 42 건물입구앞,10,360,600,N,N,127.0712487,37.16187199
경기대로416번길,금성타운101동앞,10,360,600,N,N,127.0715869,37.16228402
경기대로416번길,황덕사 주차장 입구 앞,10,360,600,N,N,127.0707482,37.16232958
경기대로416번길,황덕사 입구 앞,10,360,600,N,N,127.0711902,37.16246898
현충로,수청근린공원 현충탑 앞 도로,10,360,900,Y,N,127.0698341,37.16310728
은여울로,신장동복지회관 앞,10,360,600,N,N,127.0670476,37.1599912
은여울로,궐동제1공영주차장 앞,10,360,900,Y,N,127.0682977,37.1604703
오산로,플리서빌 앞,10,360,500,N,N,127.0670513,37.1609261
은여울로,울진막회 앞,10,360,600,Y,N,127.0683291,37.1609794
오산로,시에나2차 옆,10,360,500,N,N,127.0673667,37.1610813
오산로,화진정 앞,10,360,400,N,N,127.0679716,37.1611936
내삼미로,화성초교 버스정류장 앞,10,360,1500,Y,N,127.0680982,37.16390347
내삼미로,화성초등학교앞,10,360,1500,Y,N,127.0679242,37.16448926
박동길,박동길 3 앞,10,360,600,N,N,127.0683752,37.16513551
내삼미로,매홀중학교 앞,10,360,600,Y,N,127.0685797,37.16724161
현충로,은계동 18-6,10,360,900,Y,N,127.07168,37.16325
현충로,은계동 18-6,10,360,900,Y,N,127.07168,37.16325
현충로,은계동 18-6,10,360,900,Y,N,127.07168,37.16325
현충로,필봉산 앞 사거리 현충탑 방향도로,10,360,600,Y,N,127.0717173,37.1632706
현충로,은계동공영주차장 지도기준 12시방향,10,360,600,Y,N,127.072376,37.16338734
내삼미로80번길,별스시 수청점 앞,10,360,600,Y,N,127.0678648,37.16724202
내삼미로80번길,수청동 임시공영주차장 앞,10,360,400,Y,N,127.0679184,37.16742671
내삼미로80번길,수청동 임시공영주차장 앞,10,360,600,Y,N,127.067218,37.16802181
내삼미로80번길,별스시 수청점 지도기준 12시 도로,10,360,600,Y,N,127.0670464,37.16813003
내삼미로80번길,별어린이공원 앞,10,360,600,Y,N,127.0673223,37.16817042
내삼미로80번길,에테르헤어 앞,10,360,600,Y,N,127.0671451,37.16829892
내삼미로80번길,녹담 앞,10,360,400,Y,N,127.0674668,37.16920655
내삼미로80번길,해밀수학학원 앞,10,360,600,Y,N,127.0673149,37.16928548
내삼미로80번길,또봉이통닭 수청점 앞,10,360,600,Y,N,127.0675936,37.16933939
내삼미로80번길,대원축산 앞,10,360,400,Y,N,127.0674248,37.16942734
현충로,현충로 13-7 앞,10,360,300,N,N,127.0693056,37.1637969
내삼미로,매홀중학교 앞,10,360,600,Y,N,127.069157,37.16753412
삼미로,세교신도시 호반베르디움 옆,10,360,600,Y,N,127.0691773,37.1743843
삼미로,세교신도시 호반베르디움 옆,10,360,600,Y,N,127.0691751,37.1749835
삼미로,로얄빌라8차 앞,10,360,500,N,N,127.0691478,37.17606262
삼미로,로얄빌라5차 옆,10,360,500,N,N,127.0699418,37.17613649
삼미로,내삼교회 부근,10,360,500,N,N,127.0701898,37.17635935
삼미로,내삼교회 부근,10,360,500,N,N,127.0704068,37.1766723
삼미로,내삼미동 80-2번지 앞,10,360,300,Y,N,127.069121,37.175046
삼미로,내삼장로교회 앞,10,360,600,Y,N,127.0688435,37.1756888
삼미로,행복한밥상 앞,10,360,400,N,N,127.0671628,37.1763335
삼미로,행복한밥상 부근,10,360,400,N,N,127.0677462,37.1763675
삼미로,내삼미1동노인회관 인근,10,360,500,N,N,127.0686962,37.1778559
삼미로,KWL서울푸드 부근,10,360,400,N,N,127.0669878,37.1782489
삼미로,KWL서울푸드 옆,10,360,400,N,N,127.0671034,37.1784493
황새로,오산천 옆,10,360,500,Y,N,127.0524769,37.1315701
황새로,오산천 옆,10,360,500,Y,N,127.0530119,37.1321488
오산천로,오산시자원재활용센터 9시방면,10,360,600,N,N,127.0581894,37.13306323
황새로,천변교 앞,10,360,800,Y,N,127.0552636,37.1334521
황새로,황새로 63 3시방면 45m,10,360,600,N,N,127.0564317,37.13397415
황새로,황새로 87 4시방면 35m,10,360,600,N,N,127.0582726,37.13508157
황새로,황새로 87 3시방면 45m,10,360,600,N,N,127.0584021,37.1352054
황새로149번길,황새로149번길 41 9시방면,10,360,300,Y,N,127.0566097,37.13885331
황새로149번길,황새로149번길 41 7시방면,10,360,300,Y,N,127.0566016,37.13920248
누읍로46번길,휴먼시아 107동 3시방면,10,360,700,Y,N,127.0527977,37.13974487
오산천로,오산시자원재활용센터 11시방면,10,360,600,N,N,127.0585357,37.13326354
오산천로,황새교 위,10,360,600,Y,N,127.0618374,37.1351067
황새로,황새로 87 1시방면 70m,10,360,600,Y,N,127.0585851,37.13537876
오산천로,황새교 12시 방면,10,360,1200,Y,N,127.0618322,37.13557309
황새로,황새로 109 4시 방면,10,360,600,Y,N,127.0597255,37.13643244
황새로,황새로 117 5시방면,10,360,600,Y,N,127.0603084,37.13712145
황새로,후레쉬서브 삼거리 북쪽방면 40m,10,360,600,Y,N,127.061501,37.14007181
황새로,대림제지 정문 좌측,10,360,600,Y,N,127.0615417,37.14162612
황새로,대림제지 부근,10,360,600,Y,N,127.0615674,37.1422141
황새로,LG이노텍 앞,10,360,600,Y,N,127.0616615,37.1436849
발안로,바오1976 부근,0,360,700,Y,N,127.0467533,37.1391527
수목원로49번길,수목원로49번길 25 11시방면 50m,10,360,700,Y,N,127.0518579,37.13965743
발안로,발안로 1356-13 좌측,10,360,600,N,N,127.0471395,37.1401212
수목원로49번길,선진산업설비 입구 앞,10,360,700,Y,N,127.050291,37.14022352
수목원로49번길,수목원로49번길 55 3시방면 35m,10,360,700,Y,N,127.0495708,37.14043783
발안로,수목원로49번길 55 좌측 10m,10,360,300,N,N,127.0490053,37.14050564
수목원로49번길,수목원로49번길 55 11시방면 25m,10,360,700,Y,N,127.049073,37.14077593
발안로,수목원로49번길 57 좌측 20m,10,360,300,N,N,127.0486312,37.14083018
발안로,세란빌딩 주차장 좌측,10,360,600,N,N,127.0473483,37.14105596
누읍로,한라그린타운아파트 6시방면,10,360,1200,Y,N,127.0485952,37.1416389
황새로149번길,누리산업 정문 우측,10,360,700,N,N,127.0571789,37.13984646
황새로149번길,누리산업 정문 좌측,10,360,600,N,N,127.0569791,37.13984656
초평중앙로,가수동주공아파트 버스정류장 우측 40m,10,360,700,N,Y,127.0535719,37.14424757
초평중앙로,가수동주공아파트 버스정류장 우측 43m,10,360,700,N,Y,127.0535803,37.14425433
가수로,가수주공아파트,10,360,600,Y,N,127.0526668,37.1457865
대호로,대영빌라 정면,10,360,1000,N,N,127.0580185,37.15241359
대호로,장강 앞,10,360,1000,Y,N,127.0580129,37.1524428
가장로,오산성당 6시방향,10,360,1000,Y,N,127.0566227,37.15246382
가장로,오산성당 옆,0,360,900,Y,N,127.0564511,37.1524819
대호로,대호로 13 지도기준 5시 방향,10,360,1000,Y,N,127.0581315,37.15294741
황새로,LG화학 앞,10,360,800,Y,N,127.0617352,37.1444485
황새로,LG화학 부근,10,360,800,Y,N,127.0617523,37.1446761
가수행복로,오산세교2 LH12단지 아파트 입구,10,360,600,Y,N,127.0587819,37.1461643
황새로 221번길,가장동 303-4,10,360,600,Y,N,127.06191,37.14621
황새로 221번길,가장동 303-4,10,360,600,Y,N,127.06191,37.14621
황새로 221번길,가장동 303-4,10,360,600,Y,N,127.06191,37.14621
청학로,정석빌딩 앞,10,360,600,Y,N,127.0619402,37.15072887
청학로,오거리집설렁탕 앞,10,360,600,Y,N,127.0619149,37.1507964
청학로,금성빌딩 옆,10,360,600,N,N,127.0604431,37.1508175
청학로,신화광고기획 앞,10,360,600,N,N,127.0606148,37.1508466
성호대로,즐거운교회 부근,10,360,600,Y,N,127.0622125,37.1499763
오산천로,오산천로 176 앞,10,360,600,Y,N,127.063631,37.15004092
성호대로33번길,성호대로33번길 14 앞,10,360,400,N,N,127.0652043,37.15026984
성산새싹길,세븐일레븐 오산성산점 앞,10,360,400,N,N,127.0658235,37.15038213
성산새싹길,성산새싹길 16-1 앞,10,360,400,N,N,127.0658687,37.15061863
오산천로183번길,오산천로182번길 4 앞,10,360,400,N,N,127.0642506,37.15070737
오산천로,오산천로182번길 2,10,360,600,Y,N,127.0638848,37.15073009
오산천로,오산천로182번길 186,10,360,600,Y,N,127.0639666,37.15090125
성산새싹길,현주빌 앞,10,360,400,N,N,127.0659536,37.15110065
청학로,진어랑조개랑 뒤,10,360,300,N,N,127.0624201,37.1512422
청학로5번길,청학슈퍼 앞,10,360,700,N,N,127.0604263,37.15093239
청학로,청학슈퍼 옆,10,360,600,Y,N,127.0604179,37.1509459
청학로5번길,금성빌딩 앞,10,360,700,N,N,127.0605783,37.15097286
청학로,청학슈퍼 앞,10,360,600,N,N,127.0605952,37.1509751
청학로5번길,담채랑동태탕 우측,10,360,600,Y,Y,127.0598665,37.15114668
청학로,담채랑동태탕 앞,10,360,600,Y,N,127.0598636,37.1511489
청학로5번길,담채랑동태탕 좌측,10,360,600,Y,Y,127.0596104,37.15117609
청학로,담채랑동태탕 앞,10,360,600,Y,N,127.0595907,37.1511896
청학로5번길,청학동 195-1번지 앞,10,360,300,N,N,127.059925,37.151253
청학로,전어랑조개랑 정면,10,360,600,Y,N,127.0621771,37.1513685
청학로,삼화페인트 앞,10,360,600,Y,N,127.0621799,37.1513752
성산새싹길,새물터빌라앞,10,360,400,N,N,127.0660017,37.15144753
성호대로33번길,성호대로33번길 25 앞,10,360,400,N,N,127.0653911,37.15149743
오산천로,오산천로182번길 194-1,10,360,600,Y,N,127.0644681,37.15158353
성호대로33번길,성호대로33번길 28 앞,10,360,400,N,N,127.0653715,37.15167765
성호대로33번길,성호대로33번길 29 앞,10,360,400,N,N,127.0651859,37.15183093
성산새싹길,ks빌 앞,10,360,400,N,N,127.0660865,37.15188224
오산천로,뚝방길.무지개다리앞 버스정류장 앞,10,360,600,Y,N,127.0648286,37.15194601
오산천로 204번길,오산천로 204번길,10,360,600,N,N,127.06521,37.15224
오산천로 204번길,오산천로 204번길,10,360,600,N,N,127.06521,37.15224
청학로5번길,한누리교회건물뒤,10,360,200,N,N,127.0595742,37.15159736
청학로,오산한누리교회 옆,10,360,300,N,N,127.0595629,37.15161087
청학로,왔다할인마트 인근,10,360,500,N,N,127.060579,37.1518288
청학로17번길,청학로17번길 16 주택 옆,10,360,500,N,N,127.0605678,37.15183338
청학로 43번길,청학로 43번길24-1,10,360,400,N,N,127.06142,37.15189
청학로 43번길,청학로 43번길24-1,10,360,400,N,N,127.06142,37.15189
청학로 43번길,청학로 43번길24-1,10,360,400,N,N,127.06142,37.15189
청학로,정림주택 앞,10,360,600,N,N,127.0603712,37.1524304
청학로17번길,청학로17번길 23 정림주택 앞,10,360,500,N,N,127.0603713,37.1524417
청학로,오산중 앞,10,360,600,Y,N,127.0618133,37.1538961
청학로,두진전기 앞,10,360,400,Y,N,127.0636115,37.1536902
청학로17번길,오산중학교 전방,10,360,800,Y,Y,127.062594,37.15378087
청학로,오산중 앞,10,360,600,Y,N,127.0625703,37.1538056
청학로17번길,오산중학교 전방,10,360,800,Y,Y,127.0622242,37.1538509
청학로,오산중 앞,10,360,600,Y,N,127.0622242,37.1538576
청학로,오가면옥 앞,10,360,400,Y,N,127.0642367,37.1542282
청학로43번길,오산대학교 내부,10,360,600,N,N,127.0629594,37.15462316
청학로43번길,오산대학교 내부,10,360,600,N,N,127.0622307,37.15492315
청학로43번길,오산대학교 내부,10,360,800,N,N,127.0631793,37.15514566
청학로,천일화물택배 오산영업소 부근,10,360,1200,Y,N,127.0647752,37.1552799
서부로,두곡1길 밭 사이,10,360,200,N,N,127.0447183,37.1283655
두곡로,바우디자인 옆,10,360,300,N,N,127.0452252,37.1292235
두곡로,비닐하우스 옆,10,360,300,N,N,127.0452591,37.1294758
두곡로,한국자율방범 경기도연합회 인근,10,360,300,N,N,127.0454055,37.1296943
황새로,탑리목장 인근,10,360,500,N,N,127.0518991,37.1302503
황새로,탑리아파트 입구,10,360,600,Y,N,127.0490651,37.1328691
황새로,탑리아파트 입구,10,360,600,Y,N,127.0489187,37.1329705
발안로,빨간돼지왕족발 앞,10,360,400,Y,N,127.0470399,37.1385128
발안로,빨간돼지왕족발 부근,0,360,400,Y,N,127.0467981,37.1387494
발안로,바오1976 앞,10,360,700,Y,N,127.0467026,37.1390265
서부로,가현건축 인근,10,360,300,N,N,127.0437291,37.1302063
초평로,신동아아파트앞교차로,10,360,600,Y,N,127.0434284,37.14074885
서동로19번길,서동로19번길 53 11시방면,10,360,300,N,N,127.0333326,37.14103595
서동로19번길,서동로19번길 53 1시방면,10,360,300,N,N,127.0336477,37.14106966
서동로19번길,서동로19번길 27 11시방면,10,360,300,N,N,127.0358286,37.1413123
서동로19번길,서동로19번길 18 6시방면,10,360,300,N,N,127.0375732,37.14148296
서동로19번길,서동로19번길 24 6시방면,10,360,300,N,N,127.0366869,37.14148324
서동로19번길,서동로19번길 4 건물 7시 50m,10,360,300,N,N,127.0381529,37.14150981
서동로19번길,서동로19번길 4 건물 6시방면,10,360,300,N,N,127.0386286,37.14178899
서동로,서동로 24 7시방면,10,360,600,Y,N,127.0390733,37.14203438
누읍로,휴먼시아 101동 12시방면,10,360,2200,Y,N,127.0503989,37.14166292
발안로,이림아파트 103동 좌측,10,360,700,Y,N,127.0469182,37.14184456
발안로,이림아파트 입구,10,360,700,N,N,127.0467974,37.14207663
발안로,초평도서관 주차장 입구,10,360,600,N,N,127.0467103,37.1423132
초평로,신동아아파트211동7시방면,10,360,600,Y,N,127.0451403,37.14262918
발안로,"늘푸른아파트,오산초등학교 버스정류장 9시방면 50m",10,360,1200,Y,N,127.0487229,37.14330806
초평로,신동아2차아파트 4시방면,10,360,600,Y,N,127.044806,37.14352586
초평로,신동아2차아파트 2시방면,10,360,600,Y,N,127.044863,37.14441563
가수로,오산초 부근,10,360,1100,Y,N,127.0492469,37.1444161
가수로,오산초 부근,10,360,1100,Y,N,127.0492331,37.1447225
벌음2길,오산양문교회 11시방면,10,360,300,N,N,127.0344756,37.14230387
벌음동,벌음동 44-2,10,360,300,N,N,127.04008,37.14266
벌음동,벌음동 44-2,10,360,300,N,N,127.04008,37.14266
벌음동,벌음동 44-2,10,360,300,N,N,127.04008,37.14266
벌음2길,오산양문교회 1시방면,10,360,300,N,N,127.0355394,37.1427676
초평로,신동아1차 101동 전방 75m,10,360,600,Y,N,127.043309,37.14350164
초평로,신동아1차 101동 전방 45m,10,360,600,Y,N,127.0432416,37.14367061
초평로,신동아2차아파트 9시방면,10,360,600,Y,N,127.0437176,37.14455798
초평로,신동아2차아파트11시방면,10,360,600,Y,N,127.0437769,37.14495668
서동로65번길,세론공영 앞 삼거리,10,360,400,N,N,127.0377105,37.14591614
초평로,신동아2차아파트 1시방면,10,360,600,Y,N,127.044669,37.1450487
가수로,늘푸른오스카빌아파트,10,360,600,Y,N,127.0482178,37.14560247
가수로,오산초 부근,10,360,1100,Y,N,127.0492055,37.14561907
가수로,가수주공아파트,10,360,400,Y,N,127.0508434,37.1457648
가수로,가수주공아파트,10,360,800,Y,N,127.0519352,37.14578686
가수로,가수주공아파트,10,360,800,Y,N,127.0514596,37.1457915
가수로,가수주공아파트,10,360,400,Y,N,127.0505846,37.1459541
가수로,가수주공아파트,10,360,400,Y,N,127.0503624,37.1461817
가수로,가수주공아파트 부근,10,360,600,Y,N,127.0519017,37.1462689
가수로,늘푸른오스카빌아파트,10,360,800,Y,N,127.0469943,37.146557
서동로,오산상사 근처,10,360,600,N,N,127.0384985,37.14615467
서동로65번길,서동로65번길20 6시방면,10,360,400,N,N,127.0366414,37.14639178
서동로65번길,서동로65번길20 9시방면,10,360,400,N,N,127.0364052,37.14664415
서동로65번길,서동로65번길32 9시방면,10,360,400,N,N,127.0359497,37.14744849
서동로,서동 221번지 앞,10,360,600,N,N,127.038991,37.147545
서동로,서동 247-1 남쪽 초입,10,360,600,Y,N,127.0390687,37.14958076
서동로,서2동경로당앞,10,360,400,N,N,127.0392745,37.15028126
충신이상재길 5번길,충신이상재길 5번길,10,360,400,N,N,127.03865,37.15051
충신이상재길 5번길,충신이상재길 5번길,10,360,400,N,N,127.03865,37.15051
충신이상재길 5번길,충신이상재길 5번길,10,360,400,N,N,127.03865,37.15051
가수로,늘푸른마트 옆,10,360,700,Y,N,127.0490964,37.1465584
가수로,늘푸른오스카빌아파트,10,360,800,Y,N,127.04877,37.14656537
가수로,늘푸른오스카빌아파트,10,360,800,Y,N,127.0483647,37.1465677
가수로,늘푸른오스카빌앞,10,360,300,Y,N,127.049118,37.146898
가수로,늘푸른오스카빌아파트,10,360,500,Y,Y,127.0467892,37.1470842
가수로,늘푸른오스카빌아파트,10,360,500,Y,Y,127.0467892,37.1471091
가수로,늘푸른오스카빌 107동 앞,10,360,300,Y,N,127.0488071,37.1474258
가수로,가수초 앞,10,360,1400,Y,N,127.0472931,37.1474715
가수로,의성교회 앞,10,360,400,Y,N,127.0464181,37.1475011
가장로,한빛농장 인근,10,360,1200,Y,N,127.0500681,37.1562827
서동로,서동로118 11시방면,10,360,600,Y,N,127.0391143,37.1505629
서동로,서동노인회관 버스정류장앞,10,360,600,Y,N,127.0392637,37.15102464
서동로,서동로126 12시방면,10,360,600,Y,N,127.039534,37.15143453
서동로,서동로160 9시방면,10,360,600,Y,N,127.0405739,37.15417566
서동로,서동로170 옆,10,360,600,Y,N,127.0410697,37.15499545
